iter	Logloss
0	0.5390046972
1	0.4254790022
2	0.3425483604
3	0.2864968679
4	0.2360101106
5	0.2054224734
6	0.1781690823
7	0.1563134373
8	0.135798501
9	0.1199754966
10	0.1070889166
11	0.09513783795
12	0.08438300649
13	0.07745584455
14	0.07235225568
15	0.06685650119
16	0.06076986713
17	0.05759423484
18	0.054258972
19	0.05006042265
20	0.04709782345
21	0.04537045072
22	0.0424018172
23	0.04023657906
24	0.03846258499
25	0.03688737674
26	0.03579112824
27	0.03414234452
28	0.03264703894
29	0.03114747722
30	0.02966398712
31	0.02866831877
32	0.0279848749
33	0.02696044566
34	0.02596216745
35	0.02502877858
36	0.02395543669
37	0.02316509633
38	0.0222228227
39	0.02175953201
40	0.02070103749
41	0.02049843791
42	0.01971722948
43	0.01899095702
44	0.0186098131
45	0.01775654325
46	0.01684919923
47	0.01626205866
48	0.01619607972
49	0.0158783314
50	0.01555743428
51	0.01517303387
52	0.0148279279
53	0.01432137086
54	0.01392591948
55	0.01351929341
56	0.01317776789
57	0.01269716597
58	0.01240469637
59	0.01211662814
60	0.01179382467
61	0.01148008105
62	0.01126119098
63	0.01095099257
64	0.01069053123
65	0.01053907295
66	0.01018174874
67	0.01013667341
68	0.01006823582
69	0.01006119894
70	0.009976784605
71	0.009816608098
72	0.009799775254
73	0.00978154456
74	0.009759018991
75	0.009612702944
76	0.009398429969
77	0.009323281255
78	0.009168594742
79	0.009094211619
80	0.009080567775
81	0.008846869657
82	0.008687481046
83	0.00866886988
84	0.00865720325
85	0.008586147473
86	0.008427099456
87	0.008361908025
88	0.008167119423
89	0.007885550174
90	0.007654850452
91	0.007577140269
92	0.007577058881
93	0.007576812278
94	0.007448535074
95	0.007414604529
96	0.007414450398
97	0.007288321949
98	0.007254914967
99	0.006955314069
100	0.006925897918
101	0.006896760179
102	0.006723774072
103	0.00657621264
104	0.006400203237
105	0.006395660684
106	0.00639570385
107	0.006294173717
108	0.00621959129
109	0.006078276091
110	0.005963786083
111	0.0059401649
112	0.005930181831
113	0.005930186168
114	0.005819232512
115	0.005819269567
116	0.005819304788
117	0.005741575477
118	0.00562064442
119	0.005620658691
120	0.005591920463
121	0.005410069977
122	0.005370539318
123	0.00520941808
124	0.00520929736
125	0.005209192167
126	0.005206741094
127	0.005206702043
128	0.005201650947
129	0.005201627257
130	0.005179771186
131	0.00514899512
132	0.005097710232
133	0.005097685957
134	0.005092814148
135	0.005092812692
136	0.005092749595
137	0.005092766498
138	0.005024927436
139	0.005005412161
140	0.004898877224
141	0.004856953492
142	0.004832708101
143	0.004795423975
144	0.00471958448
145	0.004695139653
146	0.004670568446
147	0.004581079278
148	0.004578959508
149	0.004551327048
150	0.004496421818
151	0.004424049462
152	0.004423930342
153	0.004406629024
154	0.004387265398
155	0.004320162065
156	0.004297132737
157	0.004297077549
158	0.004278551615
159	0.004278523752
160	0.004225012736
161	0.00422490006
162	0.004221935842
163	0.004125245954
164	0.004125226914
165	0.004122531824
166	0.004122442724
167	0.004119710782
168	0.00401960838
169	0.004016706517
170	0.004016627218
171	0.004016597209
172	0.003951000851
173	0.003950979166
174	0.003951010778
175	0.003951024086
176	0.003950935545
177	0.003950671366
178	0.003950599788
179	0.003950610051
180	0.003950508623
181	0.003950553139
182	0.003950361829
183	0.00390339711
184	0.003902165764
185	0.003850196245
186	0.003850156823
187	0.003848026251
188	0.003846133889
189	0.003844529819
190	0.003842659755
191	0.003842577106
192	0.003842461625
193	0.003840507926
194	0.003840466871
195	0.00379556722
196	0.003784972199
197	0.003766753091
198	0.003746032595
199	0.003726526579
200	0.003726565759
201	0.003726493681
202	0.003724194596
203	0.003667005724
204	0.00364869741
205	0.003631496622
206	0.00358429059
207	0.003532112122
208	0.003532056506
209	0.003514423181
210	0.003497647485
211	0.003497509202
212	0.003497442836
213	0.003496879592
214	0.003459229256
215	0.003443248943
216	0.003443215597
217	0.003380875002
218	0.003316641093
219	0.00327536008
220	0.003237743285
221	0.0032351003
222	0.003235096593
223	0.003203690351
224	0.003203708991
225	0.003193517044
226	0.003158590618
227	0.003158557826
228	0.003124835762
229	0.003124840744
230	0.003124754937
231	0.003124820135
232	0.003065997138
233	0.003050952069
234	0.003022775269
235	0.003014789174
236	0.003004763712
237	0.003004533315
238	0.002967359981
239	0.002932444968
240	0.002923570938
241	0.00292355793
242	0.002898259534
243	0.002884631858
244	0.00287368128
245	0.002841916904
246	0.002841887844
247	0.00283114042
248	0.002817625919
249	0.002805536239
250	0.002771474977
251	0.00277147462
252	0.002771483965
253	0.002771482588
254	0.002771010749
255	0.002727061251
256	0.002727046917
257	0.002727026084
258	0.002726993687
259	0.002681746966
260	0.002681660183
261	0.002681719207
262	0.002659668215
263	0.00263618557
264	0.002636171868
265	0.00263077891
266	0.002630796384
267	0.002630702868
268	0.002626355796
269	0.002626334313
270	0.002626317014
271	0.00262637046
272	0.002626334776
273	0.002626339909
274	0.002626283171
275	0.002626231282
276	0.002626182352
277	0.002626255461
278	0.002626201632
279	0.002626118561
280	0.002626084328
281	0.002584813967
282	0.002549267348
283	0.002517940048
284	0.002506389384
285	0.002506280758
286	0.002506188263
287	0.002506260618
288	0.00250620114
289	0.002484301823
290	0.002483371108
291	0.002483366393
292	0.002483356414
293	0.002483355491
294	0.002483368567
295	0.002461048448
296	0.002461008989
297	0.002461008841
298	0.002460967044
299	0.002460940271
300	0.002436500969
301	0.002435920444
302	0.002414128345
303	0.002414043665
304	0.002414029024
305	0.002413972999
306	0.002413929516
307	0.002413829145
308	0.002403093495
309	0.002403021354
310	0.002403021354
311	0.002403021354
312	0.00240303403
313	0.002402860478
314	0.002402527325
315	0.00240247354
316	0.002402460242
317	0.002402003644
318	0.002401966141
319	0.002401943074
320	0.002401482816
321	0.002401502615
322	0.002401123278
323	0.002401127836
324	0.002401096426
325	0.00240105968
326	0.002400356552
327	0.002400327704
328	0.002400272935
329	0.002400309117
330	0.002400285836
331	0.002399198674
332	0.002398171476
333	0.002398119027
334	0.00239782181
335	0.002397805781
336	0.002397784538
337	0.002397751937
338	0.002397806412
339	0.002373669729
340	0.002373649817
341	0.002373653687
342	0.002373688032
343	0.002373610102
344	0.002373525427
345	0.002373553621
346	0.0023735177
347	0.002373400467
348	0.002372477612
349	0.002372420941
350	0.002371579355
351	0.00235047442
352	0.002341970307
353	0.002341955215
354	0.002341879604
355	0.002341875547
356	0.002341824578
357	0.002341861518
358	0.002341866189
359	0.002341745282
360	0.002341735651
361	0.002341197966
362	0.002341024542
363	0.002340243864
364	0.002340229518
365	0.002340284104
366	0.002340272863
367	0.002340215535
368	0.002340172087
369	0.002340202294
370	0.002339991878
371	0.002339986655
372	0.002333276823
373	0.002333263564
374	0.002311191547
375	0.00231119067
376	0.002310540398
377	0.00230499765
378	0.002304971423
379	0.002299580404
380	0.002274716766
381	0.002274659561
382	0.002274502787
383	0.002274522216
384	0.00227452247
385	0.002274334365
386	0.002269879456
387	0.002269897693
388	0.002269784614
389	0.002269756707
390	0.00225085785
391	0.00225085827
392	0.002250697873
393	0.002250708214
394	0.002249121478
395	0.002249058065
396	0.002249088228
397	0.00224909855
398	0.002249048323
399	0.002249078531
400	0.002249100581
401	0.002248976987
402	0.002248866151
403	0.002248861579
404	0.002248891128
405	0.002248841411
406	0.00224885672
407	0.002248787999
408	0.002248652316
409	0.002247125939
410	0.002247137186
411	0.002247124131
412	0.002247055555
413	0.002247005797
414	0.002246979812
415	0.00224701939
416	0.002246995501
417	0.002246974681
418	0.002246912027
419	0.0022469209
420	0.002246892065
421	0.002246736432
422	0.002246698111
423	0.002246605271
424	0.00224662252
425	0.002246543103
426	0.002246544782
427	0.00224652909
428	0.002246428838
429	0.002246405464
430	0.002246399442
431	0.002246351853
432	0.002246381071
433	0.002246366285
434	0.002246385389
435	0.00224603183
436	0.002244016416
437	0.002244005838
438	0.002244005554
439	0.002243983867
440	0.002243916928
441	0.002225310647
442	0.002225239061
443	0.002225191802
444	0.002225162771
445	0.002225141526
446	0.002225031394
447	0.002224978795
448	0.00222459827
449	0.002224564395
450	0.002224539679
451	0.002224500893
452	0.002224479691
453	0.002224422616
